occurrence_no,record_type,collection_no,taxon_name,taxon_rank,taxon_no,matched_name,matched_rank,matched_no,early_interval,early_age,late_age,reference_no,lng,lat,genus,genus_no,family,family_no,order,order_no,class,class_no,phylum,phylum_no,cc,state,geogscale,early_age.1,late_age.1,cx_int_no,early_int_no,late_int_no,genus_name,species_name,late_interval,county,species_reso,genus_reso
302564,occurrence,29148,Bombacacidites foveoreticulatus n. sp.,species,328003,Bombacacidites foveoreticulatus,species,328003,Middle Eocene,48.6,37.2,7828;7828,-72.616669,7.700000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CO,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,foveoreticulatus,NA,NA,n. sp.,NA
302878,occurrence,29155,Bombacacidites psilatus n. sp.,species,328015,Bombacacidites psilatus,species,328015,Middle Eocene,48.6,37.2,7828;7828,-73.333336,7.333333,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CO,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,psilatus,NA,NA,n. sp.,NA
302897,occurrence,29156,Bombacacidites brevis,species,327976,Bombacacidites brevis,species,327976,Middle Eocene,48.6,37.2,7828;7828,-73.333336,7.333333,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CO,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,brevis,NA,NA,NA,NA
302898,occurrence,29156,Bombacacidites nacimientoensis,species,328011,Bombacacidites nacimientoensis,species,328011,Middle Eocene,48.6,37.2,7828;7828,-73.333336,7.333333,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CO,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,nacimientoensis,NA,NA,NA,NA
302899,occurrence,29156,Bombacacidites psilatus n. sp.,species,328015,Bombacacidites psilatus,species,328015,Middle Eocene,48.6,37.2,7828;7828,-73.333336,7.333333,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CO,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,psilatus,NA,NA,n. sp.,NA
302933,occurrence,29158,Bombacacidites psilatus n. sp.,species,328015,Bombacacidites psilatus,species,328015,Middle Eocene,48.6,37.2,7828;7828,-73.333336,7.333333,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CO,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,psilatus,NA,NA,n. sp.,NA
302952,occurrence,29159,Bombacacidites psilatus n. sp.,species,328015,Bombacacidites psilatus,species,328015,Middle Eocene,48.6,37.2,7828;7828,-73.333336,7.333333,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CO,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,psilatus,NA,NA,n. sp.,NA
302953,occurrence,29159,Bombacacidites simplireticulatus n. sp.,species,328019,Bombacacidites simplireticulatus,species,328019,Middle Eocene,48.6,37.2,7828;7828,-73.333336,7.333333,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CO,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,simplireticulatus,NA,NA,n. sp.,NA
341921,occurrence,32201,Malvacarpus guinazui n. sp.,species,53877,Malvacarpus,genus,53877,Early Eocene,55.8,5.333,8673;8673,-71.000000,-41.000000,Malvacarpus,53877,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,AR,NA,outcrop,55.8,5.333,1,37,35,Malvacarpus,guinazui,Late Miocene,NA,n. sp.,NA
342543,occurrence,32238,Bombacacidites sp.,genus,276601,Bombacacidites,genus,276601,Middle Eocene,48.6,37.2,8692;8692,-77.000000,18.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,JM,NA,outcrop,48.6,37.2,37,109,106,Bombacacidites,sp.,NA,Trelawny,NA,NA
343118,occurrence,32312,Malvaceae indet.,family,53879,Malvaceae,family,53879,Pliocene,5.333,2.588,8695;8695,-79.949997,9.133333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,5.333,2.588,34,34,34,Malvaceae,indet.,NA,NA,NA,NA
343132,occurrence,32306,Malvaceae indet.,family,53879,Malvaceae,family,53879,Pliocene,5.333,2.588,8695;8695,-79.866669,9.266667,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,5.333,2.588,34,34,34,Malvaceae,indet.,NA,NA,NA,NA
343141,occurrence,32307,Malvaceae indet.,family,53879,Malvaceae,family,53879,Pliocene,5.333,2.588,8695;8695,-79.866669,9.266667,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,5.333,2.588,34,34,34,Malvaceae,indet.,NA,NA,NA,NA
343164,occurrence,32308,Malvaceae indet.,family,53879,Malvaceae,family,53879,Pliocene,5.333,2.588,8695;8695,-79.866669,9.266667,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,5.333,2.588,34,34,34,Malvaceae,indet.,NA,NA,NA,NA
343986,occurrence,32401,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344004,occurrence,32400,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344017,occurrence,32399,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344037,occurrence,32397,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344060,occurrence,32396,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344076,occurrence,32395,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344100,occurrence,32394,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344114,occurrence,32393,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344127,occurrence,32392,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344137,occurrence,32391,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
344145,occurrence,32390,Malvaceae indet.,family,53879,Malvaceae,family,53879,Early Miocene,23.03,15.97,8740;8740,-79.633331,9.033333,NA,NA,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,PA,NA,outcrop,23.03,15.97,35,103,102,Malvaceae,indet.,NA,NA,NA,NA
353574,occurrence,11090,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
353641,occurrence,11092,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
353758,occurrence,11093,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
353829,occurrence,11094,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
354112,occurrence,11102,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
355051,occurrence,33759,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
355101,occurrence,33760,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
355179,occurrence,33761,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
355226,occurrence,33762,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
355299,occurrence,33764,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
355406,occurrence,33766,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
355445,occurrence,33768,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
355563,occurrence,33770,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
356160,occurrence,33772,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
356273,occurrence,33773,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
356442,occurrence,33779,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
356727,occurrence,33786,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
357263,occurrence,33789,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
357320,occurrence,33791,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
358534,occurrence,33804,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
358583,occurrence,33806,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
358770,occurrence,33816,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
358810,occurrence,33818,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
358867,occurrence,33820,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
358912,occurrence,33823,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,NA,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
359517,occurrence,33829,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
359561,occurrence,33830,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
359637,occurrence,33834,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
359882,occurrence,33838,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
359929,occurrence,33839,Bombacacidites spp.,genus,276601,Bombacacidites,genus,276601,Eocene,56,33.9,4067;4067,-92.000000,30.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Louisiana,small collection,56,33.9,37,37,37,Bombacacidites,spp.,NA,Allen,NA,NA
362708,occurrence,34364,Bombacacidites sp.,genus,276601,Bombacacidites,genus,276601,Middle Eocene,48.6,37.2,9028;9028,-77.000000,21.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CU,Camaguey,outcrop,48.6,37.2,37,109,106,Bombacacidites,sp.,NA,NA,NA,NA
362756,occurrence,34365,Bombacacidites tillioides cf.,species,276601,Bombacacidites,genus,276601,Middle Eocene,48.6,37.2,9028;9028,-77.000000,21.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CU,Camaguey,outcrop,48.6,37.2,37,109,106,Bombacacidites,tillioides,NA,NA,cf.,NA
362757,occurrence,34365,Bombacacidites sp.,genus,276601,Bombacacidites,genus,276601,Middle Eocene,48.6,37.2,9028;9028,-77.000000,21.000000,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,CU,Camaguey,outcrop,48.6,37.2,37,109,106,Bombacacidites,sp.,NA,NA,NA,NA
369487,occurrence,34922,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Late Cretaceous,100.5,66,9378;9378,-104.648888,43.094166,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Wyoming,NA,100.5,66,39,39,39,Grewiopsis,saportana,NA,Niobrara,NA,NA
369503,occurrence,34967,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Late Cretaceous,100.5,66,9378;9378,-104.609169,43.094166,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Wyoming,NA,100.5,66,39,39,39,Grewiopsis,saportana,NA,Niobrara,NA,NA
369523,occurrence,34969,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Late Cretaceous,100.5,66,9378;9378,-104.611115,43.154720,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Wyoming,NA,100.5,66,39,39,39,Grewiopsis,saportana,NA,Niobrara,NA,NA
369581,occurrence,34974,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Late Cretaceous,100.5,66,9378;9378,-104.510002,43.094166,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Wyoming,outcrop,100.5,66,39,39,39,Grewiopsis,saportana,NA,Niobrara,NA,NA
462739,occurrence,16542,Bombacacidites paulus,species,276601,Bombacacidites,genus,276601,Late Uintan,46.2,40.4,12028;12028,-99.433334,27.533333,Bombacacidites,276601,Bombacaceae,55599,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,Texas,outcrop,46.2,40.4,37,108,107,Bombacacidites,paulus,NA,Webb,NA,NA
482135,occurrence,48183,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Lancian,70.6,66,7941;7941,-103.764999,46.025276,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,North Dakota,small collection,70.6,66,112,112,112,Grewiopsis,saportana,NA,Bowman,NA,NA
482136,occurrence,48184,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Lancian,70.6,66,7941;7941,-104.005829,46.460556,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,North Dakota,small collection,70.6,66,112,112,112,Grewiopsis,saportana,NA,Slope,NA,NA
482137,occurrence,48185,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Lancian,70.6,66,7941;7941,-103.951385,46.389721,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,North Dakota,small collection,70.6,66,112,112,112,Grewiopsis,saportana,NA,Slope,NA,NA
482138,occurrence,48186,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Lancian,70.6,66,7941;7941,-103.761948,46.019444,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,North Dakota,small collection,70.6,66,112,112,112,Grewiopsis,saportana,NA,Bowman,NA,NA
482139,occurrence,48191,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Lancian,70.6,66,7941;7941,-103.764442,46.018612,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,North Dakota,small collection,70.6,66,112,112,112,Grewiopsis,saportana,NA,Bowman,NA,NA
482140,occurrence,48193,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Lancian,70.6,66,7941;7941,-103.624443,45.651390,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,South Dakota,small collection,70.6,66,112,112,112,Grewiopsis,saportana,NA,Harding,NA,NA
482141,occurrence,48195,Grewiopsis saportana,species,56057,Grewiopsis,genus,56057,Lancian,70.6,66,7941;7941,-103.976387,46.294998,Grewiopsis,56057,Malvaceae,53879,Malvales,54911,Magnoliopsida,55217,Spermatophyta,55350,US,North Dakota,small collection,70.6,66,112,112,112,Grewiopsis,saportana,NA,Slope,NA,NA
